task_id,question,level,clusters,referred,referred_question
1875,In January 2023 what delta would Belles_cookbook_store pay if the relative fee of the fee with ID=398 changed to 1?,hard,[1871],[1871],In January 2023 what delta would Belles_cookbook_store pay if the relative fee of the fee with ID=384 changed to 1?
2731,"For Rafa_AI in July, if we were to move the fraudulent transactions towards a different Authorization Characteristics Indicator (ACI) by incentivizing users to use a different interaction, what would be the preferred choice considering the lowest possible fees?",hard,[2697],[2697],"For Belles_cookbook_store in January, if we were to move the fraudulent transactions towards a different Authorization Characteristics Indicator (ACI) by incentivizing users to use a different interaction, what would be the preferred choice considering the lowest possible fees?"
1448,"For a credit transaction of 10 euros on NexPay, what would be the most expensive Authorization Characteristics Indicator (ACI)? In the case of a draw between multiple ACIs, return the ACI with the lowest alphabetical order. Provide the response in a list even if there is only one value.",hard,"[1273, 1305]","[1273, 1305]","For credit transactions, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR? || For account type H and the MCC description: Eating Places and Restaurants, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR? Provide the answer in EUR and 6 decimals"
1769,What were the applicable Fee IDs for Crossfit_Hanna in July 2023?,hard,[1753],[1753],What are the applicable fee IDs for Belles_cookbook_store in March 2023?
1868,What are the total fees (in euros) that Rafa_AI paid in October 2023?,hard,[1681],[1681],"For the 10th of the year 2023, what are the Fee IDs applicable to Belles_cookbook_store?"
625,What is the average transaction value grouped by device_type for Belles_cookbook_store's TransactPlus transactions between March and April 2023?,hard,"[1681, 1753]","[1681, 1753]","For the 10th of the year 2023, what are the Fee IDs applicable to Belles_cookbook_store? || What are the applicable fee IDs for Belles_cookbook_store in March 2023?"
2587,"Looking at the month of February, to which card scheme should the merchant Belles_cookbook_store steer traffic in order to pay the maximum fees?",hard,"[1681, 1753, 1273]","[1681, 1753, 1273]","For the 10th of the year 2023, what are the Fee IDs applicable to Belles_cookbook_store? || What are the applicable fee IDs for Belles_cookbook_store in March 2023? || For credit transactions, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR?"
14,What is the name of the column that indicates fraud?,easy,[49],[49],"What is the top country (ip_country) for fraud? A. NL, B. BE, C. ES, D. FR"
1819,What are the total fees (in euros) that Belles_cookbook_store paid in September 2023?,hard,"[1681, 1753]","[1681, 1753]","For the 10th of the year 2023, what are the Fee IDs applicable to Belles_cookbook_store? || What are the applicable fee IDs for Belles_cookbook_store in March 2023?"
7,What percentage of transactions have an associated email address?,easy,[5],[5],Which issuing country has the highest number of transactions?
1835,What are the total fees (in euros) that Golfclub_Baron_Friso paid in January 2023?,hard,"[1681, 1753, 1871]","[1681, 1753, 1871]","For the 10th of the year 2023, what are the Fee IDs applicable to Belles_cookbook_store? || What are the applicable fee IDs for Belles_cookbook_store in March 2023? || In January 2023 what delta would Belles_cookbook_store pay if the relative fee of the fee with ID=384 changed to 1?"
1931,In July 2023 what delta would Belles_cookbook_store pay if the relative fee of the fee with ID=384 changed to 1?,hard,[1871],[1871],In January 2023 what delta would Belles_cookbook_store pay if the relative fee of the fee with ID=384 changed to 1?
1290,"For credit transactions, what would be the average fee that the card scheme NexPay would charge for a transaction value of 1000 EUR?",hard,[1273],[1273],"For credit transactions, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR?"
2538,"Imagine the merchant Golfclub_Baron_Friso had changed its MCC code to 8062 before 2023 started, what amount delta will it have to pay in fees for the year 2023?",hard,"[1681, 1753, 1871]","[1681, 1753, 1871]","For the 10th of the year 2023, what are the Fee IDs applicable to Belles_cookbook_store? || What are the applicable fee IDs for Belles_cookbook_store in March 2023? || In January 2023 what delta would Belles_cookbook_store pay if the relative fee of the fee with ID=384 changed to 1?"
1489,What is the fee ID or IDs that apply to account_type = F and aci = F?,hard,[1464],[1464],What is the fee ID or IDs that apply to account_type = R and aci = B?
2507,In the year 2023 what delta would Martinis_Fine_Steakhouse pay if the relative fee of the fee with ID=276 changed to 1?,hard,[1871],[1871],In January 2023 what delta would Belles_cookbook_store pay if the relative fee of the fee with ID=384 changed to 1?
1739,"For the 300th of the year 2023, what is the total fees (in euros) that Rafa_AI should pay?",hard,[1681],[1681],"For the 10th of the year 2023, what are the Fee IDs applicable to Belles_cookbook_store?"
15,What percentage of transactions are fraudulent in year 2023?,easy,[49],[49],"What is the top country (ip_country) for fraud? A. NL, B. BE, C. ES, D. FR"
18,Which payment method (card_scheme) has the highest avg fraud rate for the year 2023?,easy,[49],[49],"What is the top country (ip_country) for fraud? A. NL, B. BE, C. ES, D. FR"
1438,"What is the most expensive MCC for a transaction of 500 euros, in general? If there are many MCCs with the same value, list all of them. Provide a list as an output even if it is one element.",hard,"[1273, 1305]","[1273, 1305]","For credit transactions, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR? || For account type H and the MCC description: Eating Places and Restaurants, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR? Provide the answer in EUR and 6 decimals"
2699,"For Golfclub_Baron_Friso in January, if we were to move the fraudulent transactions towards a different Authorization Characteristics Indicator (ACI) by incentivizing users to use a different interaction, what would be the preferred choice considering the lowest possible fees?",hard,[2697],[2697],"For Belles_cookbook_store in January, if we were to move the fraudulent transactions towards a different Authorization Characteristics Indicator (ACI) by incentivizing users to use a different interaction, what would be the preferred choice considering the lowest possible fees?"
2121,In February 2023 what delta would Golfclub_Baron_Friso pay if the relative fee of the fee with ID=65 changed to 1?,hard,[1871],[1871],In January 2023 what delta would Belles_cookbook_store pay if the relative fee of the fee with ID=384 changed to 1?
1300,"For credit transactions, what would be the average fee that the card scheme TransactPlus would charge for a transaction value of 1234 EUR?",hard,"[1273, 1305]","[1273, 1305]","For credit transactions, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR? || For account type H and the MCC description: Eating Places and Restaurants, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR? Provide the answer in EUR and 6 decimals"
1822,What are the total fees (in euros) that Belles_cookbook_store paid in December 2023?,hard,"[1681, 1753, 1871]","[1681, 1753, 1871]","For the 10th of the year 2023, what are the Fee IDs applicable to Belles_cookbook_store? || What are the applicable fee IDs for Belles_cookbook_store in March 2023? || In January 2023 what delta would Belles_cookbook_store pay if the relative fee of the fee with ID=384 changed to 1?"
2634,"Looking at the month of June, to which card scheme should the merchant Martinis_Fine_Steakhouse steer traffic in order to pay the minimum fees?",hard,"[1273, 1305]","[1273, 1305]","For credit transactions, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR? || For account type H and the MCC description: Eating Places and Restaurants, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR? Provide the answer in EUR and 6 decimals"
1454,"For a credit transaction of 100 euros on TransactPlus, what would be the most expensive Authorization Characteristics Indicator (ACI)? In the case of a draw between multiple ACIs, return the ACI with the lowest alphabetical order. Provide the response in a list even if there is only one value.",hard,"[1273, 1681]","[1273, 1681]","For credit transactions, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR? || For the 10th of the year 2023, what are the Fee IDs applicable to Belles_cookbook_store?"
1456,"For a credit transaction of 1000 euros on NexPay, what would be the most expensive Authorization Characteristics Indicator (ACI)? In the case of a draw between multiple ACIs, return the ACI with the lowest alphabetical order. Provide the response in a list even if there is only one value.",hard,[1273],[1273],"For credit transactions, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR?"
1358,"For account type H and the MCC description: Drinking Places (Alcoholic Beverages) - Bars, Taverns, Nightclubs, Cocktail Lounges, and Discotheques, what would be the average fee that the card scheme NexPay would charge for a transaction value of 5000 EUR? Provide the answer in EUR and 6 decimals",hard,[1305],[1305],"For account type H and the MCC description: Eating Places and Restaurants, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR? Provide the answer in EUR and 6 decimals"
2,What is the average transaction amount (in EUR)?,easy,[5],[5],Which issuing country has the highest number of transactions?
2537,"Imagine the merchant Crossfit_Hanna had changed its MCC code to 7523 before 2023 started, what amount delta will it have to pay in fees for the year 2023?",hard,"[1681, 1753, 1871]","[1681, 1753, 1871]","For the 10th of the year 2023, what are the Fee IDs applicable to Belles_cookbook_store? || What are the applicable fee IDs for Belles_cookbook_store in March 2023? || In January 2023 what delta would Belles_cookbook_store pay if the relative fee of the fee with ID=384 changed to 1?"
1331,"For account type H and the MCC description: Eating Places and Restaurants, what would be the average fee that the card scheme SwiftCharge would charge for a transaction value of 1234 EUR? Provide the answer in EUR and 6 decimals",hard,[1305],[1305],"For account type H and the MCC description: Eating Places and Restaurants, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR? Provide the answer in EUR and 6 decimals"
1516,"In the average scenario, which card scheme would provide the most expensive fee for a transaction value of 5000 EUR?",hard,"[1273, 1305]","[1273, 1305]","For credit transactions, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR? || For account type H and the MCC description: Eating Places and Restaurants, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR? Provide the answer in EUR and 6 decimals"
1701,"For the 100th of the year 2023, what are the Fee IDs applicable to Martinis_Fine_Steakhouse?",hard,"[1681, 1753]","[1681, 1753]","For the 10th of the year 2023, what are the Fee IDs applicable to Belles_cookbook_store? || What are the applicable fee IDs for Belles_cookbook_store in March 2023?"
347,What is the average transaction value grouped by issuing_country for Golfclub_Baron_Friso's NexPay transactions between May and June 2023?,hard,"[1681, 1753]","[1681, 1753]","For the 10th of the year 2023, what are the Fee IDs applicable to Belles_cookbook_store? || What are the applicable fee IDs for Belles_cookbook_store in March 2023?"
9,On which day of the year are the most transactions recorded?,easy,[5],[5],Which issuing country has the highest number of transactions?
1841,What are the total fees (in euros) that Golfclub_Baron_Friso paid in July 2023?,hard,"[1681, 1753]","[1681, 1753]","For the 10th of the year 2023, what are the Fee IDs applicable to Belles_cookbook_store? || What are the applicable fee IDs for Belles_cookbook_store in March 2023?"
1717,"For the 10th of the year 2023, what is the total fees (in euros) that Crossfit_Hanna should pay?",hard,[1681],[1681],"For the 10th of the year 2023, what are the Fee IDs applicable to Belles_cookbook_store?"
41,Which column has the most missing data in the payments dataset?,easy,[5],[5],Which issuing country has the highest number of transactions?
2703,"For Crossfit_Hanna in February, if we were to move the fraudulent transactions towards a different Authorization Characteristics Indicator (ACI) by incentivizing users to use a different interaction, what would be the preferred choice considering the lowest possible fees?",hard,[2697],[2697],"For Belles_cookbook_store in January, if we were to move the fraudulent transactions towards a different Authorization Characteristics Indicator (ACI) by incentivizing users to use a different interaction, what would be the preferred choice considering the lowest possible fees?"
1431,"For account type H and the MCC description: Taxicabs and Limousines, what would be the average fee that the card scheme SwiftCharge would charge for a transaction value of 4321 EUR? Provide the answer in EUR and 6 decimals",hard,[1305],[1305],"For account type H and the MCC description: Eating Places and Restaurants, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR? Provide the answer in EUR and 6 decimals"
51,How many transactions were made using NexPay cards?,easy,[5],[5],Which issuing country has the highest number of transactions?
1834,What are the total fees (in euros) that Crossfit_Hanna paid in December 2023?,hard,"[1681, 1753]","[1681, 1753]","For the 10th of the year 2023, what are the Fee IDs applicable to Belles_cookbook_store? || What are the applicable fee IDs for Belles_cookbook_store in March 2023?"
1308,"For account type H and the MCC description: Eating Places and Restaurants, what would be the average fee that the card scheme TransactPlus would charge for a transaction value of 10 EUR? Provide the answer in EUR and 6 decimals",hard,[1305],[1305],"For account type H and the MCC description: Eating Places and Restaurants, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR? Provide the answer in EUR and 6 decimals"
2765,"Looking at the year 2023, to which card scheme should the merchant Rafa_AI steer traffic to in order to pay the maximum fees?",hard,"[1273, 1305]","[1273, 1305]","For credit transactions, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR? || For account type H and the MCC description: Eating Places and Restaurants, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR? Provide the answer in EUR and 6 decimals"
71,Are there any merchants under the excessive fraud threshold?,easy,[49],[49],"What is the top country (ip_country) for fraud? A. NL, B. BE, C. ES, D. FR"
1760,What were the applicable Fee IDs for Belles_cookbook_store in October 2023?,hard,"[1681, 1753]","[1681, 1753]","For the 10th of the year 2023, what are the Fee IDs applicable to Belles_cookbook_store? || What are the applicable fee IDs for Belles_cookbook_store in March 2023?"
2506,In the year 2023 what delta would Martinis_Fine_Steakhouse pay if the relative fee of the fee with ID=16 changed to 99?,hard,[1871],[1871],In January 2023 what delta would Belles_cookbook_store pay if the relative fee of the fee with ID=384 changed to 1?
1275,"For credit transactions, what would be the average fee that the card scheme SwiftCharge would charge for a transaction value of 10 EUR?",hard,[1273],[1273],"For credit transactions, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR?"
2551,"Imagine the merchant Rafa_AI had changed its MCC code to 5999 before 2023 started, what amount delta will it have to pay in fees for the year 2023?",hard,"[1681, 1753, 1871]","[1681, 1753, 1871]","For the 10th of the year 2023, what are the Fee IDs applicable to Belles_cookbook_store? || What are the applicable fee IDs for Belles_cookbook_store in March 2023? || In January 2023 what delta would Belles_cookbook_store pay if the relative fee of the fee with ID=384 changed to 1?"
2606,"Looking at the month of March, to which card scheme should the merchant Rafa_AI steer traffic in order to pay the minimum fees?",hard,[1753],[1753],What are the applicable fee IDs for Belles_cookbook_store in March 2023?
1892,In March 2023 what delta would Belles_cookbook_store pay if the relative fee of the fee with ID=384 changed to 99?,hard,"[1753, 1871]","[1753, 1871]",What are the applicable fee IDs for Belles_cookbook_store in March 2023? || In January 2023 what delta would Belles_cookbook_store pay if the relative fee of the fee with ID=384 changed to 1?
2546,"Imagine the merchant Martinis_Fine_Steakhouse had changed its MCC code to 5999 before 2023 started, what amount delta will it have to pay in fees for the year 2023?",hard,"[1681, 1753, 1871]","[1681, 1753, 1871]","For the 10th of the year 2023, what are the Fee IDs applicable to Belles_cookbook_store? || What are the applicable fee IDs for Belles_cookbook_store in March 2023? || In January 2023 what delta would Belles_cookbook_store pay if the relative fee of the fee with ID=384 changed to 1?"
1433,"What is the most expensive MCC for a transaction of 1 euros, in general? If there are many MCCs with the same value, list all of them. Provide a list as an output even if it is one element.",hard,"[1273, 1305]","[1273, 1305]","For credit transactions, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR? || For account type H and the MCC description: Eating Places and Restaurants, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR? Provide the answer in EUR and 6 decimals"
35,How many shoppers have made more than one transaction based on email addresses?,easy,[5],[5],Which issuing country has the highest number of transactions?
1604,"For account type H, what would be the average fee that the card scheme TransactPlus would charge for a transaction value of 1000 EUR? Provide the answer in EUR and 6 decimals.",hard,[1305],[1305],"For account type H and the MCC description: Eating Places and Restaurants, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR? Provide the answer in EUR and 6 decimals"
2764,"Looking at the year 2023, to which card scheme should the merchant Martinis_Fine_Steakhouse steer traffic to in order to pay the minimum fees?",hard,"[1273, 1305]","[1273, 1305]","For credit transactions, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR? || For account type H and the MCC description: Eating Places and Restaurants, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR? Provide the answer in EUR and 6 decimals"
1440,"What is the most expensive MCC for a transaction of 5000 euros, in general? If there are many MCCs with the same value, list all of them. Provide a list as an output even if it is one element.",hard,"[1273, 1305]","[1273, 1305]","For credit transactions, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR? || For account type H and the MCC description: Eating Places and Restaurants, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR? Provide the answer in EUR and 6 decimals"
4,Which IP country has the highest number of transactions?,easy,[5],[5],Which issuing country has the highest number of transactions?
2561,"During 2023, imagine if the Fee with ID 384 was only applied to account type H, which merchants would have been affected by this change?",hard,"[1681, 1753, 1871]","[1681, 1753, 1871]","For the 10th of the year 2023, what are the Fee IDs applicable to Belles_cookbook_store? || What are the applicable fee IDs for Belles_cookbook_store in March 2023? || In January 2023 what delta would Belles_cookbook_store pay if the relative fee of the fee with ID=384 changed to 1?"
1443,"For a credit transaction of 1 euros on GlobalCard, what would be the most expensive Authorization Characteristics Indicator (ACI)? In the case of a draw between multiple ACIs, return the ACI with the lowest alphabetical order. Provide the response in a list even if there is only one value.",hard,"[1273, 1305]","[1273, 1305]","For credit transactions, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR? || For account type H and the MCC description: Eating Places and Restaurants, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR? Provide the answer in EUR and 6 decimals"
1823,What are the total fees (in euros) that Crossfit_Hanna paid in January 2023?,hard,"[1681, 1753, 1871]","[1681, 1753, 1871]","For the 10th of the year 2023, what are the Fee IDs applicable to Belles_cookbook_store? || What are the applicable fee IDs for Belles_cookbook_store in March 2023? || In January 2023 what delta would Belles_cookbook_store pay if the relative fee of the fee with ID=384 changed to 1?"
1791,What were the applicable Fee IDs for Martinis_Fine_Steakhouse in May 2023?,hard,[1753],[1753],What are the applicable fee IDs for Belles_cookbook_store in March 2023?
2057,In July 2023 what delta would Crossfit_Hanna pay if the relative fee of the fee with ID=150 changed to 1?,hard,[1871],[1871],In January 2023 what delta would Belles_cookbook_store pay if the relative fee of the fee with ID=384 changed to 1?
2584,"Looking at the month of January, to which card scheme should the merchant Martinis_Fine_Steakhouse steer traffic in order to pay the minimum fees?",hard,"[1273, 1305]","[1273, 1305]","For credit transactions, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR? || For account type H and the MCC description: Eating Places and Restaurants, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR? Provide the answer in EUR and 6 decimals"
1517,"In the average scenario, which card scheme would provide the cheapest fee for a transaction value of 1234 EUR?",hard,"[1273, 1305]","[1273, 1305]","For credit transactions, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR? || For account type H and the MCC description: Eating Places and Restaurants, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR? Provide the answer in EUR and 6 decimals"
1757,What were the applicable Fee IDs for Belles_cookbook_store in July 2023?,hard,"[1681, 1753]","[1681, 1753]","For the 10th of the year 2023, what are the Fee IDs applicable to Belles_cookbook_store? || What are the applicable fee IDs for Belles_cookbook_store in March 2023?"
2725,"For Martinis_Fine_Steakhouse in June, if we were to move the fraudulent transactions towards a different Authorization Characteristics Indicator (ACI) by incentivizing users to use a different interaction, what would be the preferred choice considering the lowest possible fees?",hard,[2697],[2697],"For Belles_cookbook_store in January, if we were to move the fraudulent transactions towards a different Authorization Characteristics Indicator (ACI) by incentivizing users to use a different interaction, what would be the preferred choice considering the lowest possible fees?"
2549,"Imagine the merchant Rafa_AI had changed its MCC code to 5411 before 2023 started, what amount delta will it have to pay in fees for the year 2023?",hard,"[1681, 1753, 1871]","[1681, 1753, 1871]","For the 10th of the year 2023, what are the Fee IDs applicable to Belles_cookbook_store? || What are the applicable fee IDs for Belles_cookbook_store in March 2023? || In January 2023 what delta would Belles_cookbook_store pay if the relative fee of the fee with ID=384 changed to 1?"
2710,"For Martinis_Fine_Steakhouse in March, if we were to move the fraudulent transactions towards a different Authorization Characteristics Indicator (ACI) by incentivizing users to use a different interaction, what would be the preferred choice considering the lowest possible fees?",hard,[2697],[2697],"For Belles_cookbook_store in January, if we were to move the fraudulent transactions towards a different Authorization Characteristics Indicator (ACI) by incentivizing users to use a different interaction, what would be the preferred choice considering the lowest possible fees?"
1706,"For the 12th of the year 2023, what are the Fee IDs applicable to Rafa_AI?",hard,[1681],[1681],"For the 10th of the year 2023, what are the Fee IDs applicable to Belles_cookbook_store?"
2763,"Looking at the year 2023, to which card scheme should the merchant Martinis_Fine_Steakhouse steer traffic to in order to pay the maximum fees?",hard,"[1273, 1305]","[1273, 1305]","For credit transactions, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR? || For account type H and the MCC description: Eating Places and Restaurants, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR? Provide the answer in EUR and 6 decimals"
2748,"For Crossfit_Hanna in November, if we were to move the fraudulent transactions towards a different Authorization Characteristics Indicator (ACI) by incentivizing users to use a different interaction, what would be the preferred choice considering the lowest possible fees?",hard,[2697],[2697],"For Belles_cookbook_store in January, if we were to move the fraudulent transactions towards a different Authorization Characteristics Indicator (ACI) by incentivizing users to use a different interaction, what would be the preferred choice considering the lowest possible fees?"
1463,What is the fee ID or IDs that apply to account_type = R and aci = A?,hard,[1464],[1464],What is the fee ID or IDs that apply to account_type = R and aci = B?
1805,What were the applicable Fee IDs for Rafa_AI in July 2023?,hard,"[1681, 1753]","[1681, 1753]","For the 10th of the year 2023, what are the Fee IDs applicable to Belles_cookbook_store? || What are the applicable fee IDs for Belles_cookbook_store in March 2023?"
1500,What is the fee ID or IDs that apply to account_type = O and aci = C?,hard,[1464],[1464],What is the fee ID or IDs that apply to account_type = R and aci = B?
2675,"Looking at the month of October, to which card scheme should the merchant Rafa_AI steer traffic in order to pay the maximum fees?",hard,"[1273, 1305]","[1273, 1305]","For credit transactions, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR? || For account type H and the MCC description: Eating Places and Restaurants, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR? Provide the answer in EUR and 6 decimals"
1302,"For credit transactions, what would be the average fee that the card scheme NexPay would charge for a transaction value of 4321 EUR?",hard,"[1273, 1305]","[1273, 1305]","For credit transactions, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR? || For account type H and the MCC description: Eating Places and Restaurants, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR? Provide the answer in EUR and 6 decimals"
1280,"For credit transactions, what would be the average fee that the card scheme TransactPlus would charge for a transaction value of 50 EUR?",hard,[1273],[1273],"For credit transactions, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR?"
2490,In the year 2023 what delta would Crossfit_Hanna pay if the relative fee of the fee with ID=792 changed to 99?,hard,[1871],[1871],In January 2023 what delta would Belles_cookbook_store pay if the relative fee of the fee with ID=384 changed to 1?
1343,"For account type H and the MCC description: Drinking Places (Alcoholic Beverages) - Bars, Taverns, Nightclubs, Cocktail Lounges, and Discotheques, what would be the average fee that the card scheme SwiftCharge would charge for a transaction value of 50 EUR? Provide the answer in EUR and 6 decimals",hard,[1305],[1305],"For account type H and the MCC description: Eating Places and Restaurants, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR? Provide the answer in EUR and 6 decimals"
1615,"For account type H, what would be the average fee that the card scheme SwiftCharge would charge for a transaction value of 4321 EUR? Provide the answer in EUR and 6 decimals.",hard,[1305],[1305],"For account type H and the MCC description: Eating Places and Restaurants, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR? Provide the answer in EUR and 6 decimals"
65,What boolean factors contribute to a cheaper fee rate if set to True?,easy,[],[],
1721,"For the 300th of the year 2023, what is the total fees (in euros) that Crossfit_Hanna should pay?",hard,[1681],[1681],"For the 10th of the year 2023, what are the Fee IDs applicable to Belles_cookbook_store?"
2757,"Looking at the year 2023, to which card scheme should the merchant Belles_cookbook_store steer traffic to in order to pay the maximum fees?",hard,"[1681, 1753, 2697]","[1681, 1753, 2697]","For the 10th of the year 2023, what are the Fee IDs applicable to Belles_cookbook_store? || What are the applicable fee IDs for Belles_cookbook_store in March 2023? || For Belles_cookbook_store in January, if we were to move the fraudulent transactions towards a different Authorization Characteristics Indicator (ACI) by incentivizing users to use a different interaction, what would be the preferred choice considering the lowest possible fees?"
2533,"Imagine the merchant Crossfit_Hanna had changed its MCC code to 8062 before 2023 started, what amount delta will it have to pay in fees for the year 2023?",hard,"[1681, 1753, 1871]","[1681, 1753, 1871]","For the 10th of the year 2023, what are the Fee IDs applicable to Belles_cookbook_store? || What are the applicable fee IDs for Belles_cookbook_store in March 2023? || In January 2023 what delta would Belles_cookbook_store pay if the relative fee of the fee with ID=384 changed to 1?"
1702,"For the 200th of the year 2023, what are the Fee IDs applicable to Martinis_Fine_Steakhouse?",hard,"[1681, 1753]","[1681, 1753]","For the 10th of the year 2023, what are the Fee IDs applicable to Belles_cookbook_store? || What are the applicable fee IDs for Belles_cookbook_store in March 2023?"
1286,"For credit transactions, what would be the average fee that the card scheme NexPay would charge for a transaction value of 500 EUR?",hard,[1273],[1273],"For credit transactions, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR?"
1687,"For the 10th of the year 2023, what are the Fee IDs applicable to Crossfit_Hanna?",hard,[1681],[1681],"For the 10th of the year 2023, what are the Fee IDs applicable to Belles_cookbook_store?"
48,Is there a strong correlation (>0.50) between the hour of day and the likelihood of a fraudulent dispute?,easy,[49],[49],"What is the top country (ip_country) for fraud? A. NL, B. BE, C. ES, D. FR"
2545,"Imagine the merchant Martinis_Fine_Steakhouse had changed its MCC code to 5911 before 2023 started, what amount delta will it have to pay in fees for the year 2023?",hard,"[1681, 1753, 1871]","[1681, 1753, 1871]","For the 10th of the year 2023, what are the Fee IDs applicable to Belles_cookbook_store? || What are the applicable fee IDs for Belles_cookbook_store in March 2023? || In January 2023 what delta would Belles_cookbook_store pay if the relative fee of the fee with ID=384 changed to 1?"
1472,What is the fee ID or IDs that apply to account_type = D and aci = C?,hard,[1464],[1464],What is the fee ID or IDs that apply to account_type = R and aci = B?
1780,What were the applicable Fee IDs for Golfclub_Baron_Friso in June 2023?,hard,"[1681, 1753]","[1681, 1753]","For the 10th of the year 2023, what are the Fee IDs applicable to Belles_cookbook_store? || What are the applicable fee IDs for Belles_cookbook_store in March 2023?"
1436,"What is the most expensive MCC for a transaction of 50 euros, in general? If there are many MCCs with the same value, list all of them. Provide a list as an output even if it is one element.",hard,"[1273, 1305]","[1273, 1305]","For credit transactions, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR? || For account type H and the MCC description: Eating Places and Restaurants, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR? Provide the answer in EUR and 6 decimals"
2578,"Looking at the month of January, to which card scheme should the merchant Belles_cookbook_store steer traffic in order to pay the minimum fees?",hard,"[1681, 1753, 2697]","[1681, 1753, 2697]","For the 10th of the year 2023, what are the Fee IDs applicable to Belles_cookbook_store? || What are the applicable fee IDs for Belles_cookbook_store in March 2023? || For Belles_cookbook_store in January, if we were to move the fraudulent transactions towards a different Authorization Characteristics Indicator (ACI) by incentivizing users to use a different interaction, what would be the preferred choice considering the lowest possible fees?"
1631,"For account type F, what would be the average fee that the card scheme SwiftCharge would charge for a transaction value of 500 EUR? Provide the answer in EUR and 6 decimals.",hard,"[1273, 1305]","[1273, 1305]","For credit transactions, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR? || For account type H and the MCC description: Eating Places and Restaurants, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR? Provide the answer in EUR and 6 decimals"
2518,In the year 2023 what delta would Rafa_AI pay if the relative fee of the fee with ID=787 changed to 99?,hard,[1871],[1871],In January 2023 what delta would Belles_cookbook_store pay if the relative fee of the fee with ID=384 changed to 1?
66,What boolean factors contribute to a cheaper fee rate if set to False?,easy,[5],[5],Which issuing country has the highest number of transactions?
889,What is the average transaction value grouped by aci for Crossfit_Hanna's GlobalCard transactions between June and August 2023?,hard,[1273],[1273],"For credit transactions, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR?"
2576,"During 2023, imagine if the Fee with ID 787 was only applied to account type O, which merchants would have been affected by this change?",hard,"[1681, 1753]","[1681, 1753]","For the 10th of the year 2023, what are the Fee IDs applicable to Belles_cookbook_store? || What are the applicable fee IDs for Belles_cookbook_store in March 2023?"
