task_id,question,answer,guidelines,level,clusters,referred,referred_question
9,On which day of the year are the most transactions recorded?,,"Answer must be just a number of the day of the year. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'.",easy,"[5, 2]","[1681, 1273]","For the 10th of the year 2023, what are the Fee IDs applicable to Belles_cookbook_store? || For credit transactions, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR?"
1841,What are the total fees (in euros) that Golfclub_Baron_Friso paid in July 2023?,,"Answer must be just a number rounded to 2 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard,"[6, 5]","[1753, 1681]","What are the applicable fee IDs for Belles_cookbook_store in March 2023? || For the 10th of the year 2023, what are the Fee IDs applicable to Belles_cookbook_store?"
1717,"For the 10th of the year 2023, what is the total fees (in euros) that Crossfit_Hanna should pay?",,"Answer must be just a number rounded to 2 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard,"[5, 7]","[1681, 1871]","For the 10th of the year 2023, what are the Fee IDs applicable to Belles_cookbook_store? || In January 2023 what delta would Belles_cookbook_store pay if the relative fee of the fee with ID=384 changed to 1?"
41,Which column has the most missing data in the payments dataset?,,"Answer must be just the column's name. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'.",easy,"[8, 7]","[2697, 1871]","For Belles_cookbook_store in January, if we were to move the fraudulent transactions towards a different Authorization Characteristics Indicator (ACI) by incentivizing users to use a different interaction, what would be the preferred choice considering the lowest possible fees? || In January 2023 what delta would Belles_cookbook_store pay if the relative fee of the fee with ID=384 changed to 1?"
2703,"For Crossfit_Hanna in February, if we were to move the fraudulent transactions towards a different Authorization Characteristics Indicator (ACI) by incentivizing users to use a different interaction, what would be the preferred choice considering the lowest possible fees?",,"Answer must be just the selected ACI to incentive and the associated cost rounded to 2 decimals in this format: {card_scheme}:{fee}. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard,"[8, 4]","[2697, 1464]","For Belles_cookbook_store in January, if we were to move the fraudulent transactions towards a different Authorization Characteristics Indicator (ACI) by incentivizing users to use a different interaction, what would be the preferred choice considering the lowest possible fees? || What is the fee ID or IDs that apply to account_type = R and aci = B?"
1431,"For account type H and the MCC description: Taxicabs and Limousines, what would be the average fee that the card scheme SwiftCharge would charge for a transaction value of 4321 EUR? Provide the answer in EUR and 6 decimals",,"Answer must be just a number expressed in EUR rounded to 6 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard,"[3, 2]","[1305, 1273]","For account type H and the MCC description: Eating Places and Restaurants, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR? Provide the answer in EUR and 6 decimals || For credit transactions, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR?"
51,How many transactions were made using NexPay cards?,,"Answer must be just a number. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'.",easy,"[2, 0]","[1273, 5]","For credit transactions, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR? || Which issuing country has the highest number of transactions?"
1834,What are the total fees (in euros) that Crossfit_Hanna paid in December 2023?,,"Answer must be just a number rounded to 2 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard,"[6, 5]","[1753, 1681]","What are the applicable fee IDs for Belles_cookbook_store in March 2023? || For the 10th of the year 2023, what are the Fee IDs applicable to Belles_cookbook_store?"
1308,"For account type H and the MCC description: Eating Places and Restaurants, what would be the average fee that the card scheme TransactPlus would charge for a transaction value of 10 EUR? Provide the answer in EUR and 6 decimals",,"Answer must be just a number expressed in EUR rounded to 6 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard,"[3, 2]","[1305, 1273]","For account type H and the MCC description: Eating Places and Restaurants, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR? Provide the answer in EUR and 6 decimals || For credit transactions, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR?"
2765,"Looking at the year 2023, to which card scheme should the merchant Rafa_AI steer traffic to in order to pay the maximum fees?",,"Answer must be just the selected card scheme and the associated cost rounded to 2 decimals in this format: {card_scheme}:{fee}. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard,"[2, 5]","[1273, 1681]","For credit transactions, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR? || For the 10th of the year 2023, what are the Fee IDs applicable to Belles_cookbook_store?"
71,Are there any merchants under the excessive fraud threshold?,,"Answer must be just either yes or no. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'.",easy,"[1, 8]","[49, 2697]","What is the top country (ip_country) for fraud? A. NL, B. BE, C. ES, D. FR || For Belles_cookbook_store in January, if we were to move the fraudulent transactions towards a different Authorization Characteristics Indicator (ACI) by incentivizing users to use a different interaction, what would be the preferred choice considering the lowest possible fees?"
1760,What were the applicable Fee IDs for Belles_cookbook_store in October 2023?,,"Answer must be a list of values in comma separated list, eg: A, B, C. If the answer is an empty list, reply with an empty string. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard,"[6, 5]","[1753, 1681]","What are the applicable fee IDs for Belles_cookbook_store in March 2023? || For the 10th of the year 2023, what are the Fee IDs applicable to Belles_cookbook_store?"
2506,In the year 2023 what delta would Martinis_Fine_Steakhouse pay if the relative fee of the fee with ID=16 changed to 99?,,"Answer must be just a number rounded to 14 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard,"[7, 5]","[1871, 1681]","In January 2023 what delta would Belles_cookbook_store pay if the relative fee of the fee with ID=384 changed to 1? || For the 10th of the year 2023, what are the Fee IDs applicable to Belles_cookbook_store?"
1275,"For credit transactions, what would be the average fee that the card scheme SwiftCharge would charge for a transaction value of 10 EUR?",,"Answer must be just a number expressed in EUR rounded to 6 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard,"[2, 3]","[1273, 1305]","For credit transactions, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR? || For account type H and the MCC description: Eating Places and Restaurants, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR? Provide the answer in EUR and 6 decimals"
2551,"Imagine the merchant Rafa_AI had changed its MCC code to 5999 before 2023 started, what amount delta will it have to pay in fees for the year 2023?",,"Answer must be just a number rounded to 6 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard,"[7, 5]","[1871, 1681]","In January 2023 what delta would Belles_cookbook_store pay if the relative fee of the fee with ID=384 changed to 1? || For the 10th of the year 2023, what are the Fee IDs applicable to Belles_cookbook_store?"
2606,"Looking at the month of March, to which card scheme should the merchant Rafa_AI steer traffic in order to pay the minimum fees?",,"Answer must be just the selected card scheme and the associated cost rounded to 2 decimals in this format: {card_scheme}:{fee}. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard,"[6, 2]","[1753, 1273]","What are the applicable fee IDs for Belles_cookbook_store in March 2023? || For credit transactions, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR?"
1892,In March 2023 what delta would Belles_cookbook_store pay if the relative fee of the fee with ID=384 changed to 99?,,"Answer must be just a number rounded to 14 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard,"[7, 6]","[1871, 1753]",In January 2023 what delta would Belles_cookbook_store pay if the relative fee of the fee with ID=384 changed to 1? || What are the applicable fee IDs for Belles_cookbook_store in March 2023?
2546,"Imagine the merchant Martinis_Fine_Steakhouse had changed its MCC code to 5999 before 2023 started, what amount delta will it have to pay in fees for the year 2023?",,"Answer must be just a number rounded to 6 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard,"[7, 5]","[1871, 1681]","In January 2023 what delta would Belles_cookbook_store pay if the relative fee of the fee with ID=384 changed to 1? || For the 10th of the year 2023, what are the Fee IDs applicable to Belles_cookbook_store?"
1433,"What is the most expensive MCC for a transaction of 1 euros, in general? If there are many MCCs with the same value, list all of them. Provide a list as an output even if it is one element.",,"Answer must be a list of values in comma separated list, eg: A, B, C. If the answer is an empty list, reply with an empty string. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard,"[3, 2]","[1305, 1273]","For account type H and the MCC description: Eating Places and Restaurants, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR? Provide the answer in EUR and 6 decimals || For credit transactions, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR?"
35,How many shoppers have made more than one transaction based on email addresses?,,"Answer must be just a number. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'.",easy,"[2, 3]","[1273, 1305]","For credit transactions, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR? || For account type H and the MCC description: Eating Places and Restaurants, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR? Provide the answer in EUR and 6 decimals"
1604,"For account type H, what would be the average fee that the card scheme TransactPlus would charge for a transaction value of 1000 EUR? Provide the answer in EUR and 6 decimals.",,"Answer must be just a number rounded to 6 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard,"[3, 2]","[1305, 1273]","For account type H and the MCC description: Eating Places and Restaurants, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR? Provide the answer in EUR and 6 decimals || For credit transactions, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR?"
2764,"Looking at the year 2023, to which card scheme should the merchant Martinis_Fine_Steakhouse steer traffic to in order to pay the minimum fees?",,"Answer must be just the selected card scheme and the associated cost rounded to 2 decimals in this format: {card_scheme}:{fee}. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard,"[2, 5]","[1273, 1681]","For credit transactions, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR? || For the 10th of the year 2023, what are the Fee IDs applicable to Belles_cookbook_store?"
1440,"What is the most expensive MCC for a transaction of 5000 euros, in general? If there are many MCCs with the same value, list all of them. Provide a list as an output even if it is one element.",,"Answer must be a list of values in comma separated list, eg: A, B, C. If the answer is an empty list, reply with an empty string. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard,"[3, 2]","[1305, 1273]","For account type H and the MCC description: Eating Places and Restaurants, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR? Provide the answer in EUR and 6 decimals || For credit transactions, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR?"
4,Which IP country has the highest number of transactions?,,"Answer must be just the country code. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'.",easy,"[0, 1]","[5, 49]","Which issuing country has the highest number of transactions? || What is the top country (ip_country) for fraud? A. NL, B. BE, C. ES, D. FR"
2561,"During 2023, imagine if the Fee with ID 384 was only applied to account type H, which merchants would have been affected by this change?",,"Answer must be a list of values in comma separated list, eg: A, B, C. If the answer is an empty list, reply with an empty string. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard,"[7, 3]","[1871, 1305]","In January 2023 what delta would Belles_cookbook_store pay if the relative fee of the fee with ID=384 changed to 1? || For account type H and the MCC description: Eating Places and Restaurants, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR? Provide the answer in EUR and 6 decimals"
1443,"For a credit transaction of 1 euros on GlobalCard, what would be the most expensive Authorization Characteristics Indicator (ACI)? In the case of a draw between multiple ACIs, return the ACI with the lowest alphabetical order. Provide the response in a list even if there is only one value.",,"Answer must be just one letter. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard,"[2, 8]","[1273, 2697]","For credit transactions, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR? || For Belles_cookbook_store in January, if we were to move the fraudulent transactions towards a different Authorization Characteristics Indicator (ACI) by incentivizing users to use a different interaction, what would be the preferred choice considering the lowest possible fees?"
1823,What are the total fees (in euros) that Crossfit_Hanna paid in January 2023?,,"Answer must be just a number rounded to 2 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard,"[7, 8]","[1871, 2697]","In January 2023 what delta would Belles_cookbook_store pay if the relative fee of the fee with ID=384 changed to 1? || For Belles_cookbook_store in January, if we were to move the fraudulent transactions towards a different Authorization Characteristics Indicator (ACI) by incentivizing users to use a different interaction, what would be the preferred choice considering the lowest possible fees?"
1791,What were the applicable Fee IDs for Martinis_Fine_Steakhouse in May 2023?,,"Answer must be a list of values in comma separated list, eg: A, B, C. If the answer is an empty list, reply with an empty string. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard,"[6, 5]","[1753, 1681]","What are the applicable fee IDs for Belles_cookbook_store in March 2023? || For the 10th of the year 2023, what are the Fee IDs applicable to Belles_cookbook_store?"
2057,In July 2023 what delta would Crossfit_Hanna pay if the relative fee of the fee with ID=150 changed to 1?,,"Answer must be just a number rounded to 14 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard,"[7, 4]","[1871, 1464]",In January 2023 what delta would Belles_cookbook_store pay if the relative fee of the fee with ID=384 changed to 1? || What is the fee ID or IDs that apply to account_type = R and aci = B?
2584,"Looking at the month of January, to which card scheme should the merchant Martinis_Fine_Steakhouse steer traffic in order to pay the minimum fees?",,"Answer must be just the selected card scheme and the associated cost rounded to 2 decimals in this format: {card_scheme}:{fee}. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard,"[7, 8]","[1871, 2697]","In January 2023 what delta would Belles_cookbook_store pay if the relative fee of the fee with ID=384 changed to 1? || For Belles_cookbook_store in January, if we were to move the fraudulent transactions towards a different Authorization Characteristics Indicator (ACI) by incentivizing users to use a different interaction, what would be the preferred choice considering the lowest possible fees?"
1517,"In the average scenario, which card scheme would provide the cheapest fee for a transaction value of 1234 EUR?",,"Answer must be just the name of the card scheme. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard,"[2, 3]","[1273, 1305]","For credit transactions, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR? || For account type H and the MCC description: Eating Places and Restaurants, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR? Provide the answer in EUR and 6 decimals"
1757,What were the applicable Fee IDs for Belles_cookbook_store in July 2023?,,"Answer must be a list of values in comma separated list, eg: A, B, C. If the answer is an empty list, reply with an empty string. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard,"[6, 5]","[1753, 1681]","What are the applicable fee IDs for Belles_cookbook_store in March 2023? || For the 10th of the year 2023, what are the Fee IDs applicable to Belles_cookbook_store?"
2725,"For Martinis_Fine_Steakhouse in June, if we were to move the fraudulent transactions towards a different Authorization Characteristics Indicator (ACI) by incentivizing users to use a different interaction, what would be the preferred choice considering the lowest possible fees?",,"Answer must be just the selected ACI to incentive and the associated cost rounded to 2 decimals in this format: {card_scheme}:{fee}. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard,"[8, 4]","[2697, 1464]","For Belles_cookbook_store in January, if we were to move the fraudulent transactions towards a different Authorization Characteristics Indicator (ACI) by incentivizing users to use a different interaction, what would be the preferred choice considering the lowest possible fees? || What is the fee ID or IDs that apply to account_type = R and aci = B?"
2549,"Imagine the merchant Rafa_AI had changed its MCC code to 5411 before 2023 started, what amount delta will it have to pay in fees for the year 2023?",,"Answer must be just a number rounded to 6 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard,"[7, 5]","[1871, 1681]","In January 2023 what delta would Belles_cookbook_store pay if the relative fee of the fee with ID=384 changed to 1? || For the 10th of the year 2023, what are the Fee IDs applicable to Belles_cookbook_store?"
2710,"For Martinis_Fine_Steakhouse in March, if we were to move the fraudulent transactions towards a different Authorization Characteristics Indicator (ACI) by incentivizing users to use a different interaction, what would be the preferred choice considering the lowest possible fees?",,"Answer must be just the selected ACI to incentive and the associated cost rounded to 2 decimals in this format: {card_scheme}:{fee}. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard,"[8, 6]","[2697, 1753]","For Belles_cookbook_store in January, if we were to move the fraudulent transactions towards a different Authorization Characteristics Indicator (ACI) by incentivizing users to use a different interaction, what would be the preferred choice considering the lowest possible fees? || What are the applicable fee IDs for Belles_cookbook_store in March 2023?"
1706,"For the 12th of the year 2023, what are the Fee IDs applicable to Rafa_AI?",,"Answer must be a list of values in comma separated list, eg: A, B, C. If the answer is an empty list, reply with an empty string. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard,"[5, 6]","[1681, 1753]","For the 10th of the year 2023, what are the Fee IDs applicable to Belles_cookbook_store? || What are the applicable fee IDs for Belles_cookbook_store in March 2023?"
2763,"Looking at the year 2023, to which card scheme should the merchant Martinis_Fine_Steakhouse steer traffic to in order to pay the maximum fees?",,"Answer must be just the selected card scheme and the associated cost rounded to 2 decimals in this format: {card_scheme}:{fee}. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard,"[2, 5]","[1273, 1681]","For credit transactions, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR? || For the 10th of the year 2023, what are the Fee IDs applicable to Belles_cookbook_store?"
2748,"For Crossfit_Hanna in November, if we were to move the fraudulent transactions towards a different Authorization Characteristics Indicator (ACI) by incentivizing users to use a different interaction, what would be the preferred choice considering the lowest possible fees?",,"Answer must be just the selected ACI to incentive and the associated cost rounded to 2 decimals in this format: {card_scheme}:{fee}. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard,"[8, 4]","[2697, 1464]","For Belles_cookbook_store in January, if we were to move the fraudulent transactions towards a different Authorization Characteristics Indicator (ACI) by incentivizing users to use a different interaction, what would be the preferred choice considering the lowest possible fees? || What is the fee ID or IDs that apply to account_type = R and aci = B?"
1463,What is the fee ID or IDs that apply to account_type = R and aci = A?,,"Answer must be a list of values in comma separated list, eg: A, B, C. If the answer is an empty list, reply with an empty string. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard,"[4, 6]","[1464, 1753]",What is the fee ID or IDs that apply to account_type = R and aci = B? || What are the applicable fee IDs for Belles_cookbook_store in March 2023?
1805,What were the applicable Fee IDs for Rafa_AI in July 2023?,,"Answer must be a list of values in comma separated list, eg: A, B, C. If the answer is an empty list, reply with an empty string. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard,"[6, 5]","[1753, 1681]","What are the applicable fee IDs for Belles_cookbook_store in March 2023? || For the 10th of the year 2023, what are the Fee IDs applicable to Belles_cookbook_store?"
1500,What is the fee ID or IDs that apply to account_type = O and aci = C?,,"Answer must be a list of values in comma separated list, eg: A, B, C. If the answer is an empty list, reply with an empty string. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard,"[4, 6]","[1464, 1753]",What is the fee ID or IDs that apply to account_type = R and aci = B? || What are the applicable fee IDs for Belles_cookbook_store in March 2023?
2675,"Looking at the month of October, to which card scheme should the merchant Rafa_AI steer traffic in order to pay the maximum fees?",,"Answer must be just the selected card scheme and the associated cost rounded to 2 decimals in this format: {card_scheme}:{fee}. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard,"[2, 3]","[1273, 1305]","For credit transactions, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR? || For account type H and the MCC description: Eating Places and Restaurants, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR? Provide the answer in EUR and 6 decimals"
1302,"For credit transactions, what would be the average fee that the card scheme NexPay would charge for a transaction value of 4321 EUR?",,"Answer must be just a number expressed in EUR rounded to 6 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard,"[2, 3]","[1273, 1305]","For credit transactions, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR? || For account type H and the MCC description: Eating Places and Restaurants, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR? Provide the answer in EUR and 6 decimals"
1280,"For credit transactions, what would be the average fee that the card scheme TransactPlus would charge for a transaction value of 50 EUR?",,"Answer must be just a number expressed in EUR rounded to 6 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard,"[2, 3]","[1273, 1305]","For credit transactions, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR? || For account type H and the MCC description: Eating Places and Restaurants, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR? Provide the answer in EUR and 6 decimals"
2490,In the year 2023 what delta would Crossfit_Hanna pay if the relative fee of the fee with ID=792 changed to 99?,,"Answer must be just a number rounded to 14 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard,"[7, 5]","[1871, 1681]","In January 2023 what delta would Belles_cookbook_store pay if the relative fee of the fee with ID=384 changed to 1? || For the 10th of the year 2023, what are the Fee IDs applicable to Belles_cookbook_store?"
1343,"For account type H and the MCC description: Drinking Places (Alcoholic Beverages) - Bars, Taverns, Nightclubs, Cocktail Lounges, and Discotheques, what would be the average fee that the card scheme SwiftCharge would charge for a transaction value of 50 EUR? Provide the answer in EUR and 6 decimals",,"Answer must be just a number expressed in EUR rounded to 6 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard,"[3, 2]","[1305, 1273]","For account type H and the MCC description: Eating Places and Restaurants, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR? Provide the answer in EUR and 6 decimals || For credit transactions, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR?"
1615,"For account type H, what would be the average fee that the card scheme SwiftCharge would charge for a transaction value of 4321 EUR? Provide the answer in EUR and 6 decimals.",,"Answer must be just a number rounded to 6 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard,"[3, 2]","[1305, 1273]","For account type H and the MCC description: Eating Places and Restaurants, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR? Provide the answer in EUR and 6 decimals || For credit transactions, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR?"
65,What boolean factors contribute to a cheaper fee rate if set to True?,,"Answer must be a list of values in comma delimited list, eg: A, B, C. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'.",easy,"[7, 6]","[1871, 1753]",In January 2023 what delta would Belles_cookbook_store pay if the relative fee of the fee with ID=384 changed to 1? || What are the applicable fee IDs for Belles_cookbook_store in March 2023?
1721,"For the 300th of the year 2023, what is the total fees (in euros) that Crossfit_Hanna should pay?",,"Answer must be just a number rounded to 2 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard,"[5, 7]","[1681, 1871]","For the 10th of the year 2023, what are the Fee IDs applicable to Belles_cookbook_store? || In January 2023 what delta would Belles_cookbook_store pay if the relative fee of the fee with ID=384 changed to 1?"
2757,"Looking at the year 2023, to which card scheme should the merchant Belles_cookbook_store steer traffic to in order to pay the maximum fees?",,"Answer must be just the selected card scheme and the associated cost rounded to 2 decimals in this format: {card_scheme}:{fee}. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard,"[5, 7]","[1681, 1871]","For the 10th of the year 2023, what are the Fee IDs applicable to Belles_cookbook_store? || In January 2023 what delta would Belles_cookbook_store pay if the relative fee of the fee with ID=384 changed to 1?"
2533,"Imagine the merchant Crossfit_Hanna had changed its MCC code to 8062 before 2023 started, what amount delta will it have to pay in fees for the year 2023?",,"Answer must be just a number rounded to 6 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard,"[7, 5]","[1871, 1681]","In January 2023 what delta would Belles_cookbook_store pay if the relative fee of the fee with ID=384 changed to 1? || For the 10th of the year 2023, what are the Fee IDs applicable to Belles_cookbook_store?"
1702,"For the 200th of the year 2023, what are the Fee IDs applicable to Martinis_Fine_Steakhouse?",,"Answer must be a list of values in comma separated list, eg: A, B, C. If the answer is an empty list, reply with an empty string. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard,"[5, 6]","[1681, 1753]","For the 10th of the year 2023, what are the Fee IDs applicable to Belles_cookbook_store? || What are the applicable fee IDs for Belles_cookbook_store in March 2023?"
1286,"For credit transactions, what would be the average fee that the card scheme NexPay would charge for a transaction value of 500 EUR?",,"Answer must be just a number expressed in EUR rounded to 6 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard,"[2, 3]","[1273, 1305]","For credit transactions, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR? || For account type H and the MCC description: Eating Places and Restaurants, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR? Provide the answer in EUR and 6 decimals"
1687,"For the 10th of the year 2023, what are the Fee IDs applicable to Crossfit_Hanna?",,"Answer must be a list of values in comma separated list, eg: A, B, C. If the answer is an empty list, reply with an empty string. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard,"[5, 6]","[1681, 1753]","For the 10th of the year 2023, what are the Fee IDs applicable to Belles_cookbook_store? || What are the applicable fee IDs for Belles_cookbook_store in March 2023?"
48,Is there a strong correlation (>0.50) between the hour of day and the likelihood of a fraudulent dispute?,,"Answer must be just either yes or no. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'.",easy,"[8, 7]","[2697, 1871]","For Belles_cookbook_store in January, if we were to move the fraudulent transactions towards a different Authorization Characteristics Indicator (ACI) by incentivizing users to use a different interaction, what would be the preferred choice considering the lowest possible fees? || In January 2023 what delta would Belles_cookbook_store pay if the relative fee of the fee with ID=384 changed to 1?"
2545,"Imagine the merchant Martinis_Fine_Steakhouse had changed its MCC code to 5911 before 2023 started, what amount delta will it have to pay in fees for the year 2023?",,"Answer must be just a number rounded to 6 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard,"[7, 5]","[1871, 1681]","In January 2023 what delta would Belles_cookbook_store pay if the relative fee of the fee with ID=384 changed to 1? || For the 10th of the year 2023, what are the Fee IDs applicable to Belles_cookbook_store?"
1472,What is the fee ID or IDs that apply to account_type = D and aci = C?,,"Answer must be a list of values in comma separated list, eg: A, B, C. If the answer is an empty list, reply with an empty string. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard,"[4, 6]","[1464, 1753]",What is the fee ID or IDs that apply to account_type = R and aci = B? || What are the applicable fee IDs for Belles_cookbook_store in March 2023?
1780,What were the applicable Fee IDs for Golfclub_Baron_Friso in June 2023?,,"Answer must be a list of values in comma separated list, eg: A, B, C. If the answer is an empty list, reply with an empty string. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard,"[6, 5]","[1753, 1681]","What are the applicable fee IDs for Belles_cookbook_store in March 2023? || For the 10th of the year 2023, what are the Fee IDs applicable to Belles_cookbook_store?"
1436,"What is the most expensive MCC for a transaction of 50 euros, in general? If there are many MCCs with the same value, list all of them. Provide a list as an output even if it is one element.",,"Answer must be a list of values in comma separated list, eg: A, B, C. If the answer is an empty list, reply with an empty string. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard,"[3, 2]","[1305, 1273]","For account type H and the MCC description: Eating Places and Restaurants, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR? Provide the answer in EUR and 6 decimals || For credit transactions, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR?"
