task_id,question,input_fields,output_fields,answer,guidelines,level
2703,"For Crossfit_Hanna in February, if we were to move the fraudulent transactions towards a different Authorization Characteristics Indicator (ACI) by incentivizing users to use a different interaction, what would be the preferred choice considering the lowest possible fees?","payments.merchant, payments.day_of_year, payments.has_fraudulent_dispute, payments.aci, payments.shopper_interaction",compute.fee,,"Answer must be just the selected ACI to incentive and the associated cost rounded to 2 decimals in this format: {card_scheme}:{fee}. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
1431,"For account type H and the MCC description: Taxicabs and Limousines, what would be the average fee that the card scheme SwiftCharge would charge for a transaction value of 4321 EUR? Provide the answer in EUR and 6 decimals","merchant_data.account_type, merchant_category_codes.description, payments.eur_amount, payments.card_scheme",compute.fee,,"Answer must be just a number expressed in EUR rounded to 6 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
51,How many transactions were made using NexPay cards?,payments.card_scheme,payments.psp_reference,,"Answer must be just a number. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'.",easy
1834,What are the total fees (in euros) that Crossfit_Hanna paid in December 2023?,"payments.merchant, payments.year, payments.day_of_year, payments.eur_amount",compute.fee,,"Answer must be just a number rounded to 2 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
1308,"For account type H and the MCC description: Eating Places and Restaurants, what would be the average fee that the card scheme TransactPlus would charge for a transaction value of 10 EUR? Provide the answer in EUR and 6 decimals","merchant_category_codes.description, merchant_data.account_type, payments.card_scheme, payments.eur_amount",compute.fee,,"Answer must be just a number expressed in EUR rounded to 6 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
2765,"Looking at the year 2023, to which card scheme should the merchant Rafa_AI steer traffic to in order to pay the maximum fees?","payments.year, payments.merchant, payments.card_scheme",compute.fee,,"Answer must be just the selected card scheme and the associated cost rounded to 2 decimals in this format: {card_scheme}:{fee}. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
71,Are there any merchants under the excessive fraud threshold?,"payments.has_fraudulent_dispute, payments.day_of_year, payments.merchant",payments.merchant,,"Answer must be just either yes or no. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'.",easy
1760,What were the applicable Fee IDs for Belles_cookbook_store in October 2023?,"payments.merchant, payments.year, payments.day_of_year, merchant_data.merchant",fees.ID,,"Answer must be a list of values in comma separated list, eg: A, B, C. If the answer is an empty list, reply with an empty string. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
2506,In the year 2023 what delta would Martinis_Fine_Steakhouse pay if the relative fee of the fee with ID=16 changed to 99?,"payments.merchant, payments.year, fees.ID",compute.fee,,"Answer must be just a number rounded to 14 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
1275,"For credit transactions, what would be the average fee that the card scheme SwiftCharge would charge for a transaction value of 10 EUR?","payments.is_credit, payments.card_scheme, payments.eur_amount",compute.fee,,"Answer must be just a number expressed in EUR rounded to 6 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
2551,"Imagine the merchant Rafa_AI had changed its MCC code to 5999 before 2023 started, what amount delta will it have to pay in fees for the year 2023?","payments.merchant, payments.year, merchant_data.merchant_category_code, payments.eur_amount, fees.merchant_category_code",compute.fee,,"Answer must be just a number rounded to 6 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
2606,"Looking at the month of March, to which card scheme should the merchant Rafa_AI steer traffic in order to pay the minimum fees?","payments.merchant, payments.card_scheme, payments.eur_amount, payments.is_credit, payments.day_of_year, payments.has_fraudulent_dispute",compute.fee,,"Answer must be just the selected card scheme and the associated cost rounded to 2 decimals in this format: {card_scheme}:{fee}. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
1892,In March 2023 what delta would Belles_cookbook_store pay if the relative fee of the fee with ID=384 changed to 99?,"payments.merchant, payments.year, payments.day_of_year, fees.ID",compute.fee,,"Answer must be just a number rounded to 14 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
2546,"Imagine the merchant Martinis_Fine_Steakhouse had changed its MCC code to 5999 before 2023 started, what amount delta will it have to pay in fees for the year 2023?","payments.merchant, payments.year, merchant_data.merchant_category_code, fees.merchant_category_code, payments.eur_amount",compute.fee,,"Answer must be just a number rounded to 6 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
1433,"What is the most expensive MCC for a transaction of 1 euros, in general? If there are many MCCs with the same value, list all of them. Provide a list as an output even if it is one element.","fees.merchant_category_code, payments.eur_amount",fees.merchant_category_code,,"Answer must be a list of values in comma separated list, eg: A, B, C. If the answer is an empty list, reply with an empty string. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
35,How many shoppers have made more than one transaction based on email addresses?,payments.email_address,,,"Answer must be just a number. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'.",easy
1604,"For account type H, what would be the average fee that the card scheme TransactPlus would charge for a transaction value of 1000 EUR? Provide the answer in EUR and 6 decimals.","merchant_data.account_type, payments.card_scheme, payments.eur_amount",compute.fee,,"Answer must be just a number rounded to 6 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
2764,"Looking at the year 2023, to which card scheme should the merchant Martinis_Fine_Steakhouse steer traffic to in order to pay the minimum fees?","payments.merchant, payments.year, payments.card_scheme, fees.monthly_fraud_level, fees.is_credit, fees.intracountry, payments.issuing_country, payments.acquirer_country, merchant_data.merchant_category_code",compute.fee,,"Answer must be just the selected card scheme and the associated cost rounded to 2 decimals in this format: {card_scheme}:{fee}. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
1440,"What is the most expensive MCC for a transaction of 5000 euros, in general? If there are many MCCs with the same value, list all of them. Provide a list as an output even if it is one element.","payments.eur_amount, merchant_data.merchant_category_code, fees.merchant_category_code",merchant_category_codes.mcc,,"Answer must be a list of values in comma separated list, eg: A, B, C. If the answer is an empty list, reply with an empty string. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
4,Which IP country has the highest number of transactions?,payments.ip_country,payments.ip_country,,"Answer must be just the country code. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'.",easy
2561,"During 2023, imagine if the Fee with ID 384 was only applied to account type H, which merchants would have been affected by this change?","merchant_data.account_type, payments.merchant, payments.year",payments.merchant,,"Answer must be a list of values in comma separated list, eg: A, B, C. If the answer is an empty list, reply with an empty string. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
1443,"For a credit transaction of 1 euros on GlobalCard, what would be the most expensive Authorization Characteristics Indicator (ACI)? In the case of a draw between multiple ACIs, return the ACI with the lowest alphabetical order. Provide the response in a list even if there is only one value.","payments.eur_amount, payments.card_scheme, payments.is_credit, payments.aci, fees.merchant_category_code, fees.is_credit",fees.aci,,"Answer must be just one letter. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
1823,What are the total fees (in euros) that Crossfit_Hanna paid in January 2023?,"payments.merchant, payments.year, payments.day_of_year, payments.eur_amount, merchant_data.merchant",compute.fee,,"Answer must be just a number rounded to 2 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
1791,What were the applicable Fee IDs for Martinis_Fine_Steakhouse in May 2023?,"payments.merchant, payments.year, payments.day_of_year, merchant_data.merchant, merchant_data.merchant_category_code, merchant_data.account_type, fees.merchant_category_code, fees.monthly_fraud_level, fees.monthly_volume, fees.is_credit, fees.intracountry, fees.aci, fees.account_type, fees.capture_delay",fees.ID,,"Answer must be a list of values in comma separated list, eg: A, B, C. If the answer is an empty list, reply with an empty string. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
2057,In July 2023 what delta would Crossfit_Hanna pay if the relative fee of the fee with ID=150 changed to 1?,"payments.merchant, payments.year, payments.day_of_year, fees.ID",compute.fee,,"Answer must be just a number rounded to 14 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
2584,"Looking at the month of January, to which card scheme should the merchant Martinis_Fine_Steakhouse steer traffic in order to pay the minimum fees?","payments.merchant, payments.card_scheme, payments.day_of_year, payments.eur_amount, payments.is_credit, payments.acquirer_country, payments.issuing_country, fees.merchant_category_code, fees.monthly_fraud_level, fees.monthly_volume, fees.is_credit, fees.intracountry",compute.fee,,"Answer must be just the selected card scheme and the associated cost rounded to 2 decimals in this format: {card_scheme}:{fee}. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
1517,"In the average scenario, which card scheme would provide the cheapest fee for a transaction value of 1234 EUR?","payments.card_scheme, payments.eur_amount, fees.monthly_volume, fees.merchant_category_code, fees.is_credit, fees.intracountry, payments.acquirer_country, payments.issuing_country",compute.fee,,"Answer must be just the name of the card scheme. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
1757,What were the applicable Fee IDs for Belles_cookbook_store in July 2023?,"payments.merchant, payments.year, payments.day_of_year, merchant_data.merchant, fees.merchant_category_code",fees.ID,,"Answer must be a list of values in comma separated list, eg: A, B, C. If the answer is an empty list, reply with an empty string. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
2725,"For Martinis_Fine_Steakhouse in June, if we were to move the fraudulent transactions towards a different Authorization Characteristics Indicator (ACI) by incentivizing users to use a different interaction, what would be the preferred choice considering the lowest possible fees?","payments.merchant, payments.day_of_year, payments.aci, fees.aci, payments.has_fraudulent_dispute, payments.eur_amount, payments.is_credit, payments.acquirer_country, payments.issuing_country",compute.fee,,"Answer must be just the selected ACI to incentive and the associated cost rounded to 2 decimals in this format: {card_scheme}:{fee}. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
2549,"Imagine the merchant Rafa_AI had changed its MCC code to 5411 before 2023 started, what amount delta will it have to pay in fees for the year 2023?","payments.merchant, payments.year, merchant_data.merchant_category_code, fees.merchant_category_code, payments.eur_amount, payments.has_fraudulent_dispute",compute.fee,,"Answer must be just a number rounded to 6 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
2710,"For Martinis_Fine_Steakhouse in March, if we were to move the fraudulent transactions towards a different Authorization Characteristics Indicator (ACI) by incentivizing users to use a different interaction, what would be the preferred choice considering the lowest possible fees?","payments.merchant, payments.day_of_year, payments.has_fraudulent_dispute, payments.aci, fees.aci, fees.monthly_fraud_level",compute.fee,,"Answer must be just the selected ACI to incentive and the associated cost rounded to 2 decimals in this format: {card_scheme}:{fee}. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
1706,"For the 12th of the year 2023, what are the Fee IDs applicable to Rafa_AI?","payments.day_of_year, payments.year, payments.merchant, fees.merchant_category_code",fees.ID,,"Answer must be a list of values in comma separated list, eg: A, B, C. If the answer is an empty list, reply with an empty string. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
2763,"Looking at the year 2023, to which card scheme should the merchant Martinis_Fine_Steakhouse steer traffic to in order to pay the maximum fees?","payments.year, payments.merchant, payments.card_scheme, fees.is_credit, fees.acquirer_country, payments.eur_amount",compute.fee,,"Answer must be just the selected card scheme and the associated cost rounded to 2 decimals in this format: {card_scheme}:{fee}. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
2748,"For Crossfit_Hanna in November, if we were to move the fraudulent transactions towards a different Authorization Characteristics Indicator (ACI) by incentivizing users to use a different interaction, what would be the preferred choice considering the lowest possible fees?","payments.merchant, payments.aci, payments.has_fraudulent_dispute, payments.day_of_year, fees.aci, payments.eur_amount, merchant_data.merchant",compute.fee,,"Answer must be just the selected ACI to incentive and the associated cost rounded to 2 decimals in this format: {card_scheme}:{fee}. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
1463,What is the fee ID or IDs that apply to account_type = R and aci = A?,"fees.account_type, fees.aci",fees.ID,,"Answer must be a list of values in comma separated list, eg: A, B, C. If the answer is an empty list, reply with an empty string. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
1805,What were the applicable Fee IDs for Rafa_AI in July 2023?,"payments.merchant, payments.year, payments.day_of_year",fees.ID,,"Answer must be a list of values in comma separated list, eg: A, B, C. If the answer is an empty list, reply with an empty string. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
1500,What is the fee ID or IDs that apply to account_type = O and aci = C?,"fees.account_type, fees.aci",fees.ID,,"Answer must be a list of values in comma separated list, eg: A, B, C. If the answer is an empty list, reply with an empty string. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
2675,"Looking at the month of October, to which card scheme should the merchant Rafa_AI steer traffic in order to pay the maximum fees?","payments.merchant, payments.day_of_year, payments.card_scheme, payments.eur_amount, payments.is_credit, payments.issuing_country, payments.acquirer_country, fees.merchant_category_code, fees.monthly_fraud_level, fees.monthly_volume, fees.is_credit, fees.intracountry",compute.fee,,"Answer must be just the selected card scheme and the associated cost rounded to 2 decimals in this format: {card_scheme}:{fee}. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
1302,"For credit transactions, what would be the average fee that the card scheme NexPay would charge for a transaction value of 4321 EUR?","payments.is_credit, payments.card_scheme, payments.eur_amount",compute.fee,,"Answer must be just a number expressed in EUR rounded to 6 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
1280,"For credit transactions, what would be the average fee that the card scheme TransactPlus would charge for a transaction value of 50 EUR?","payments.is_credit, payments.card_scheme, payments.eur_amount",compute.fee,,"Answer must be just a number expressed in EUR rounded to 6 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
2490,In the year 2023 what delta would Crossfit_Hanna pay if the relative fee of the fee with ID=792 changed to 99?,"payments.merchant, payments.year, fees.ID",compute.fee,,"Answer must be just a number rounded to 14 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
1343,"For account type H and the MCC description: Drinking Places (Alcoholic Beverages) - Bars, Taverns, Nightclubs, Cocktail Lounges, and Discotheques, what would be the average fee that the card scheme SwiftCharge would charge for a transaction value of 50 EUR? Provide the answer in EUR and 6 decimals","merchant_data.account_type, merchant_data.merchant_category_code, merchant_category_codes.description, payments.card_scheme, payments.eur_amount",compute.fee,,"Answer must be just a number expressed in EUR rounded to 6 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
1615,"For account type H, what would be the average fee that the card scheme SwiftCharge would charge for a transaction value of 4321 EUR? Provide the answer in EUR and 6 decimals.","payments.card_scheme, payments.eur_amount, merchant_data.account_type",compute.fee,,"Answer must be just a number rounded to 6 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
65,What boolean factors contribute to a cheaper fee rate if set to True?,"fees.is_credit, fees.intracountry",compute.fee,,"Answer must be a list of values in comma delimited list, eg: A, B, C. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'.",easy
1721,"For the 300th of the year 2023, what is the total fees (in euros) that Crossfit_Hanna should pay?","payments.merchant, payments.day_of_year, payments.year, payments.eur_amount, fees.merchant_category_code, merchant_data.merchant_category_code",compute.fee,,"Answer must be just a number rounded to 2 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
2757,"Looking at the year 2023, to which card scheme should the merchant Belles_cookbook_store steer traffic to in order to pay the maximum fees?","payments.year, payments.merchant, payments.card_scheme, payments.eur_amount",compute.fee,,"Answer must be just the selected card scheme and the associated cost rounded to 2 decimals in this format: {card_scheme}:{fee}. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
2533,"Imagine the merchant Crossfit_Hanna had changed its MCC code to 8062 before 2023 started, what amount delta will it have to pay in fees for the year 2023?","payments.merchant, payments.year, merchant_data.merchant_category_code, fees.merchant_category_code, payments.eur_amount, payments.day_of_year",compute.fee,,"Answer must be just a number rounded to 6 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
1702,"For the 200th of the year 2023, what are the Fee IDs applicable to Martinis_Fine_Steakhouse?","payments.merchant, payments.day_of_year, payments.year, merchant_data.merchant, fees.merchant_category_code, merchant_data.merchant_category_code",fees.ID,,"Answer must be a list of values in comma separated list, eg: A, B, C. If the answer is an empty list, reply with an empty string. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
1286,"For credit transactions, what would be the average fee that the card scheme NexPay would charge for a transaction value of 500 EUR?","payments.is_credit, payments.card_scheme, payments.eur_amount",compute.fee,,"Answer must be just a number expressed in EUR rounded to 6 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
1687,"For the 10th of the year 2023, what are the Fee IDs applicable to Crossfit_Hanna?","payments.merchant, payments.year, payments.day_of_year, fees.merchant_category_code, merchant_data.merchant_category_code, merchant_data.merchant",fees.ID,,"Answer must be a list of values in comma separated list, eg: A, B, C. If the answer is an empty list, reply with an empty string. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
48,Is there a strong correlation (>0.50) between the hour of day and the likelihood of a fraudulent dispute?,"payments.hour_of_day, payments.has_fraudulent_dispute",,,"Answer must be just either yes or no. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'.",easy
2545,"Imagine the merchant Martinis_Fine_Steakhouse had changed its MCC code to 5911 before 2023 started, what amount delta will it have to pay in fees for the year 2023?","payments.merchant, payments.year, fees.merchant_category_code, merchant_data.merchant_category_code, merchant_data.merchant, fees.ID",compute.fee,,"Answer must be just a number rounded to 6 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
1472,What is the fee ID or IDs that apply to account_type = D and aci = C?,"fees.account_type, fees.aci",fees.ID,,"Answer must be a list of values in comma separated list, eg: A, B, C. If the answer is an empty list, reply with an empty string. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
1780,What were the applicable Fee IDs for Golfclub_Baron_Friso in June 2023?,"payments.merchant, payments.year, payments.day_of_year, merchant_data.merchant, fees.merchant_category_code, fees.monthly_fraud_level, fees.monthly_volume, fees.is_credit, fees.intracountry, fees.aci, fees.account_type, fees.capture_delay",fees.ID,,"Answer must be a list of values in comma separated list, eg: A, B, C. If the answer is an empty list, reply with an empty string. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
1436,"What is the most expensive MCC for a transaction of 50 euros, in general? If there are many MCCs with the same value, list all of them. Provide a list as an output even if it is one element.","fees.merchant_category_code, payments.eur_amount",fees.merchant_category_code,,"Answer must be a list of values in comma separated list, eg: A, B, C. If the answer is an empty list, reply with an empty string. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
2578,"Looking at the month of January, to which card scheme should the merchant Belles_cookbook_store steer traffic in order to pay the minimum fees?","payments.merchant, payments.card_scheme, payments.day_of_year, fees.monthly_volume, fees.monthly_fraud_level, fees.is_credit, fees.intracountry, fees.aci, acquirer_countries.acquirer, acquirer_countries.country_code",compute.fee,,"Answer must be just the selected card scheme and the associated cost rounded to 2 decimals in this format: {card_scheme}:{fee}. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
1631,"For account type F, what would be the average fee that the card scheme SwiftCharge would charge for a transaction value of 500 EUR? Provide the answer in EUR and 6 decimals.","payments.card_scheme, payments.eur_amount, merchant_data.account_type",compute.fee,,"Answer must be just a number rounded to 6 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
2518,In the year 2023 what delta would Rafa_AI pay if the relative fee of the fee with ID=787 changed to 99?,"payments.merchant, payments.year, fees.ID",compute.fee,,"Answer must be just a number rounded to 14 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
66,What boolean factors contribute to a cheaper fee rate if set to False?,"fees.is_credit, fees.is_refused_by_adyen",compute.fee,,"Answer must be a list of values in comma delimited list, eg: A, B, C. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'.",easy
889,What is the average transaction value grouped by aci for Crossfit_Hanna's GlobalCard transactions between June and August 2023?,"payments.merchant, payments.card_scheme, payments.aci, payments.year, payments.day_of_year, payments.eur_amount",compute.fee,,"Present your results broken down by grouping and sorted in ascending order. The final answer should be a list of this format: [grouping_i: amount_i, ]. When grouping by country use the country_code. The elements of the list are sorted in ascending order by the amount. All amounts should be rounded to 2 decimal places.. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
2576,"During 2023, imagine if the Fee with ID 787 was only applied to account type O, which merchants would have been affected by this change?","merchant_data.account_type, payments.merchant, payments.year, fees.ID",merchant_data.merchant,,"Answer must be a list of values in comma separated list, eg: A, B, C. If the answer is an empty list, reply with an empty string. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
2404,In June 2023 what delta would Rafa_AI pay if the relative fee of the fee with ID=141 changed to 99?,"payments.merchant, payments.year, payments.day_of_year, fees.ID",compute.fee,,"Answer must be just a number rounded to 14 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
53,How many transactions were flagged as fraudulent?,payments.has_fraudulent_dispute,payments.has_fraudulent_dispute,,"Answer must be just a number. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'.",easy
1679,"For account type S, what would be the average fee that the card scheme SwiftCharge would charge for a transaction value of 4321 EUR? Provide the answer in EUR and 6 decimals.","merchant_data.account_type, payments.card_scheme, payments.eur_amount",compute.fee,,"Answer must be just a number rounded to 6 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
1643,"For account type F, what would be the average fee that the card scheme SwiftCharge would charge for a transaction value of 1234 EUR? Provide the answer in EUR and 6 decimals.","merchant_data.account_type, payments.card_scheme, payments.eur_amount",compute.fee,,"Answer must be just a number rounded to 6 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
1344,"For account type H and the MCC description: Drinking Places (Alcoholic Beverages) - Bars, Taverns, Nightclubs, Cocktail Lounges, and Discotheques, what would be the average fee that the card scheme TransactPlus would charge for a transaction value of 50 EUR? Provide the answer in EUR and 6 decimals","merchant_category_codes.description, merchant_data.account_type, payments.card_scheme, payments.eur_amount",compute.fee,,"Answer must be just a number expressed in EUR rounded to 6 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
21,Which merchant has the highest average transaction amount?,"payments.merchant, payments.eur_amount",compute.fee,,"Answer must be just the name of the merchant. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'.",easy
2534,"Imagine the merchant Crossfit_Hanna had changed its MCC code to 5411 before 2023 started, what amount delta will it have to pay in fees for the year 2023?","payments.merchant, payments.year, merchant_data.merchant_category_code, payments.eur_amount, fees.merchant_category_code",compute.fee,,"Answer must be just a number rounded to 6 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
1336,"For account type H and the MCC description: Eating Places and Restaurants, what would be the average fee that the card scheme TransactPlus would charge for a transaction value of 4321 EUR? Provide the answer in EUR and 6 decimals","merchant_data.account_type, merchant_category_codes.description, payments.card_scheme, payments.eur_amount",compute.fee,,"Answer must be just a number expressed in EUR rounded to 6 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
375,What is the average transaction value grouped by issuing_country for Belles_cookbook_store's SwiftCharge transactions between March and April 2023?,"payments.merchant, payments.card_scheme, payments.year, payments.day_of_year, payments.issuing_country, payments.eur_amount",,,"Present your results broken down by grouping and sorted in ascending order. The final answer should be a list of this format: [grouping_i: amount_i, ]. When grouping by country use the country_code. The elements of the list are sorted in ascending order by the amount. All amounts should be rounded to 2 decimal places.. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
2525,"In 2023, which merchants were affected by the Fee with ID 65?","payments.merchant, payments.year, fees.ID",payments.merchant,,"Answer must be a list of values in comma separated list, eg: A, B, C. If the answer is an empty list, reply with an empty string. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
1485,What is the fee ID or IDs that apply to account_type = F and aci = B?,"fees.account_type, fees.aci",fees.ID,,"Answer must be a list of values in comma separated list, eg: A, B, C. If the answer is an empty list, reply with an empty string. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
1394,"For account type H and the MCC description: Fast Food Restaurants, what would be the average fee that the card scheme NexPay would charge for a transaction value of 1234 EUR? Provide the answer in EUR and 6 decimals","merchant_data.account_type, merchant_category_codes.description, payments.card_scheme, payments.eur_amount",compute.fee,,"Answer must be just a number expressed in EUR rounded to 6 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
1510,"In the average scenario, which card scheme would provide the most expensive fee for a transaction value of 100 EUR?","payments.card_scheme, payments.eur_amount",compute.fee,,"Answer must be just the name of the card scheme. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
1401,"For account type H and the MCC description: Taxicabs and Limousines, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR? Provide the answer in EUR and 6 decimals","merchant_data.account_type, merchant_data.merchant_category_code, merchant_category_codes.description, payments.card_scheme, payments.eur_amount",compute.fee,,"Answer must be just a number expressed in EUR rounded to 6 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
1512,"In the average scenario, which card scheme would provide the most expensive fee for a transaction value of 500 EUR?","payments.card_scheme, payments.eur_amount",compute.fee,,"Answer must be just the name of the card scheme. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
2499,In the year 2023 what delta would Golfclub_Baron_Friso pay if the relative fee of the fee with ID=595 changed to 1?,"payments.merchant, payments.year, fees.ID",compute.fee,,"Answer must be just a number rounded to 14 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
2511,In the year 2023 what delta would Rafa_AI pay if the relative fee of the fee with ID=384 changed to 1?,"payments.merchant, payments.year, fees.ID",compute.fee,,"Answer must be just a number rounded to 14 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
1866,What are the total fees (in euros) that Rafa_AI paid in August 2023?,"payments.merchant, payments.year, payments.day_of_year, payments.eur_amount, fees.merchant_category_code, fees.monthly_volume, fees.is_credit, fees.intracountry, fees.aci",compute.fee,,"Answer must be just a number rounded to 2 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
39,What is the percentage of transactions below the 25th percentile of transaction amounts?,payments.eur_amount,compute.fee,,"Answer must be just a number rounded to 6 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'.",easy
2482,In the year 2023 what delta would Crossfit_Hanna pay if the relative fee of the fee with ID=384 changed to 99?,"payments.merchant, payments.year, fees.ID",compute.fee,,"Answer must be just a number rounded to 14 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
1773,What were the applicable Fee IDs for Crossfit_Hanna in November 2023?,"payments.merchant, payments.year, payments.day_of_year, merchant_data.merchant",fees.ID,,"Answer must be a list of values in comma separated list, eg: A, B, C. If the answer is an empty list, reply with an empty string. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
2711,"For Rafa_AI in March, if we were to move the fraudulent transactions towards a different Authorization Characteristics Indicator (ACI) by incentivizing users to use a different interaction, what would be the preferred choice considering the lowest possible fees?","payments.merchant, payments.day_of_year, payments.has_fraudulent_dispute, payments.aci, fees.aci",compute.fee,,"Answer must be just the selected ACI to incentive and the associated cost rounded to 2 decimals in this format: {card_scheme}:{fee}. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
